committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,YE,202002209187026724,23,SB23.4899,1385119,CCM,CAMPAIGN COMMITTEE,C00712380,C00712380,JENA GRISWOLD SENATE EXPLORATORY COMMITTEE,CO,JENA GRISWOLD SENATE EXPLORATORY COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-08-02 00:00:00,2500.00,,,,,"GRISWOLD, JENA",JENA,GRISWOLD,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-02-29 01:36:43.407,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4022120201693444189,LOUISVILLE,80027,CONTRIBUTIONS,,2020,SB,4022820201699987459,http://docquery.fec.gov/cgi-bin/fecimg/?202002209187026724,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,YE,202002209187026726,23,SB23.4903,1385119,CCM,CAMPAIGN COMMITTEE,C00410639,C00410639,PERLMUTTER FOR CONGRESS,CO,PERLMUTTER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-09-26 00:00:00,2500.00,H,HOUSE,07,H6CO07023,"PERLMUTTER, EDWIN G",EDWIN G,PERLMUTTER,,,,CO,COLORADO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-02-29 01:36:43.408,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4022120201693444189,WHEAT RIDGE,80033,CONTRIBUTIONS,,2020,SB,4022820201699987465,http://docquery.fec.gov/cgi-bin/fecimg/?202002209187026726,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2020,Q1,202004029216580387,23,SB23.4993,1392891,CCM,CAMPAIGN COMMITTEE,C00311639,C00311639,DIANA DEGETTE FOR CONGRESS,CO,DIANA DEGETTE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2020-01-10 00:00:00,2500.00,H,HOUSE,01,H6CO01141,"DEGETTE, DIANA L.",DIANA L.,DEGETTE,,,,CO,COLORADO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-04-04 01:20:21.637,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4040320201734647150,DENVER,80206,CONTRIBUTIONS,,2020,SB,4040320201734768764,http://docquery.fec.gov/cgi-bin/fecimg/?202004029216580387,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2020,Q1,202004029216580387,23,SB23.4996,1392891,CCM,CAMPAIGN COMMITTEE,C00669358,C00669358,SCANLON FOR CONGRESS,PA,SCANLON FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2020-01-29 00:00:00,2500.00,H,HOUSE,05,H8PA07200,"SCANLON, MARY GAY",MARY GAY,SCANLON,,,,PA,PENNSYLVANIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-04-04 01:20:21.637,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4040320201734647150,SWARTHMORE,19081,CONTRIBUTIONS,,2020,SB,4040320201734768766,http://docquery.fec.gov/cgi-bin/fecimg/?202004029216580387,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234525,23,SB23.4785,1344970,CCM,CAMPAIGN COMMITTEE,C00331769,C00331769,BARBARA LEE FOR CONGRESS,CA,BARBARA LEE FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-04-20 00:00:00,4000.00,H,HOUSE,13,H8CA09060,"LEE, BARBARA",BARBARA,LEE,,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.331,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,OAKLAND,94612,CONTRIBUTIONS,,2020,SB,4073120191661913598,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234525,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,YE,202002209187026726,23,SB23.4904,1385119,CCM,CAMPAIGN COMMITTEE,C00548651,C00548651,MCCONNELL FOR MAJORITY LEADER COMMITTEE,VA,MCCONNELL FOR MAJORITY LEADER COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-10-10 00:00:00,4200.00,S,SENATE,00,S2KY00012,"MCCONNELL, MITCH",MITCH,MCCONNELL,,,,KY,KENTUCKY,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-02-29 01:36:43.408,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4022120201693444189,ALEXANDRIA,22314,CONTRIBUTIONS,,2020,SB,4022820201699987463,http://docquery.fec.gov/cgi-bin/fecimg/?202002209187026726,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,YE,202002209187026724,23,SB23.4900,1385119,CCM,CAMPAIGN COMMITTEE,C00307314,C00307314,BLUMENAUER FOR CONGRESS,OR,BLUMENAUER FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-08-07 00:00:00,5000.00,H,HOUSE,03,H6OR03064,"BLUMENAUER, EARL",EARL,BLUMENAUER,,,,OR,OREGON,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2020-02-29 01:36:43.407,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4022120201693444189,PORTLAND,97214,CONTRIBUTIONS,,2020,SB,4022820201699987458,http://docquery.fec.gov/cgi-bin/fecimg/?202002209187026724,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234525,23,SB23.4883,1344970,PAC,POLITICAL ACTION COMMITTEE,C00365536,C00365536,CHC BOLD PAC,DC,CHC BOLD PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-28 00:00:00,5000.00,,,,,,,,,,,,,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.331,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,WASHINGTON,20013,CONTRIBUTIONS,,2020,SB,4073120191661913600,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234525,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234527,23,SB23.4877,1344970,PAC,POLITICAL ACTION COMMITTEE,C00467837,C00467837,EDPAC,DC,EDPAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-03-05 00:00:00,5000.00,,,,,,,,,,,,,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.332,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,WASHINGTON,20003,CONTRIBUTIONS,,2020,SB,4073120191661913610,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234527,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00528026,NATIONAL CANNABIS INDUSTRY ASSOCIATION PAC,2019,MY,201907309161234530,23,SB23.4887,1344970,PAC,POLITICAL ACTION COMMITTEE,C00409730,C00409730,NEW DEMOCRAT COALITION ACTION FUND,DC,NEW DEMOCRAT COALITION ACTION FUND,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,POLITICAL CONTRIBUTION,,,2019-06-28 00:00:00,5000.00,,,,,,,,,,,,,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,2019-08-01 02:37:52.333,,,,0.00,,,,,,,,,,,,Q,T,U,F3X,4073020191661587888,WASHINGTON,20003,CONTRIBUTIONS,,2020,SB,4073120191661913630,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161234530,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
